Probe	1H	4H	10H	20H	28H	36H	44H	48H	72H	1W	4W
Crtap	-0.203368939	-0.487338667	-0.2127001	0.413615029	0.118981752	0.563073982	0.726057803	0.664398433	0.600924718	0.018724173	-0.271897534
Obfc2a	0.193660516	-0.389858502	0.848977847	0.167056211	-0.232705388	0.626784373	0.218923222	0.654550934	0.848774053	0.088577194	-0.122633183
Pnp2	-0.169881807	0.392096843	-0.263639336	0.312568246	0.2930443	-0.338868373	0.900366325	0.880978465	0.74296399	0.242347423	-0.173873469
Tlcd1	-0.386511106	-1.233922416	-0.949179487	-0.882433261	-0.758096467	-0.423919958	-0.852336163	-1.014411465	-0.375158005	-0.118706131	-0.058372323
Akr1b3	-0.275329936	-0.466425156	-0.19825053	0.129211616	-0.006235266	0.382359861	0.481138299	0.811279488	0.972469064	0.139804536	-0.101199759
Slc39a1-ps	0.066108976	0.995581649	1.097798289	0.97948229	0.865295773	0.85776255	1.110076961	1.020938546	0.829806008	0.580600049	0.231201974
Ndrg2	-0.101418956	-0.785275812	-1.280931855	-0.338750626	-0.285282315	-0.091013165	-0.400433091	-0.428552832	-0.201081432	0.048207442	-0.024388303
Uaca	-0.137113525	-0.460880132	0.39223177	0.181463263	0.213735753	0.450218303	1.045337666	0.978445242	0.628476518	0.298650965	0.215902035
BC055324	-0.031465314	-0.062747035	0.008418739	0.048488855	0.100734894	0.958216713	1.272910826	0.941460319	0.566453892	0.106495562	0.048117924
Palmd	0.315752939	0.967589805	1.057072643	0.758282651	0.916062934	0.935179058	0.352979529	0.319417946	0.725636859	0.319500742	0.292124432
Osmr	0.015537352	1.000578096	0.806285914	0.493638359	0.745972933	0.679268933	1.096258947	0.867944161	0.924049397	0.139372051	-0.044278152
Slc50a1	-0.428352948	-1.106538973	-1.010433742	-0.294025225	-0.925819491	-0.489831639	-0.188426854	-0.108944736	0.252071372	-0.283508118	-0.234619356
Gcc1	-0.033142741	1.446822419	0.101626432	0.421495871	0.543328071	0.528804147	0.674295345	0.563890317	0.714860966	0.269229235	0.036214544
Cisd3	-0.533463173	-0.939640829	-0.28472655	0.170386535	0.383121522	0.203405599	0.510428955	0.349433157	0.648242289	0.140951235	-0.442739373
Hist1h2bc	-0.414731864	-0.798431884	-0.491952775	-0.272780095	-0.465871868	-0.759671316	-1.34050343	-0.896190814	-0.942957925	-0.648686853	-0.503771427
Plp2	-0.178843489	-0.210167432	0.245359805	0.282199814	0.325242725	0.812926142	1.106890144	0.855219712	0.522952786	0.012262515	-0.187621936
Rnd3	-0.023559068	0.804645394	0.755630656	0.509784892	0.833955312	1.094892344	0.731637122	0.580618072	0.742870044	0.449808138	0.404848999
Antxr2	-0.11325009	-0.115210502	0.236960573	0.648390961	0.32755283	0.605153287	0.920308291	0.995854914	1.018955709	0.867985826	0.484596504
Sh3pxd2a	-0.095636903	-0.842116614	-0.763023411	0.0661532	-0.563773789	-0.43840718	-0.235025994	-0.339416964	-0.079405789	0.226723411	0.355936655
Mre11a	-0.184646857	-0.351045202	0.20916143	0.223067546	-0.015770385	0.861848059	1.092621206	0.827030427	0.570514574	0.229833248	0.118182084
Cyp1a1	-0.035743211	-0.485243385	-1.001430936	-1.088462276	-0.789056657	-0.561673648	-0.720296221	-0.257481668	-0.238347513	-0.11942194	-0.090366707
Polq	-0.009067125	-0.009849415	-0.009988648	0.020935537	0.097114599	0.814982521	1.260427593	1.09492123	0.578022662	0.080271854	-0.00135716
Rnf24	0.044923125	0.482316291	1.255001463	0.74179091	0.950061436	0.83240575	0.832564187	0.78596459	0.71346151	0.38076081	0.327956639
Hgf	0.06767965	0.280859783	0.531322166	0.852494443	0.401531184	0.614771664	0.96612633	0.731055617	0.754692643	0.110746231	0.196969534
Fancg	-0.201515311	-0.53162278	-0.101398836	0.086240458	-0.293917186	0.860696015	0.92328552	0.585622852	0.188520824	0.058615684	-0.019481991
Gtl3	-0.590204886	-1.766267386	-0.76270111	-0.742442708	-0.985002445	-0.380607853	-0.355821605	-0.362057549	-0.355603892	-0.059439384	-0.008713404
Ccdc77	-0.19563015	-0.15046947	0.011783525	0.138214715	0.00543627	0.516227929	1.158674486	1.120645627	0.630267882	0.057797848	0.105599532
Mesdc2	-0.309102069	-0.311290391	0.434574997	0.641994361	0.356686555	0.448344624	0.92291524	0.93037598	0.616779012	0.225037671	0.035289636
Fas	-0.264285203	0.95958089	0.01018979	0.854207931	0.568291827	0.247020072	0.89680781	0.693914499	0.676242737	0.456589037	0.07514848
Ctnnbip1	-0.264516021	-1.354365712	-0.675912754	-0.301565182	-0.743189389	-0.149130709	-0.147418098	-0.141656151	-0.024333383	0.343381193	0.035105097
Sfxn5	-0.031708926	-0.86906932	-1.01696057	-0.288249239	-0.817215571	-0.291434491	-0.276229498	-0.208307085	-0.073130565	0.274858772	0.381961174
Nup43	-0.378104025	-0.349415126	0.228259198	0.099663983	-0.017783127	0.995181051	0.804908733	0.646341466	0.25613264	0.184241073	0.048576933
Fam59a	0.481522921	1.517646952	0.803167384	0.701550461	0.928055188	0.285995838	0.883808582	0.770011895	0.775332024	0.680625741	0.424102021
Gm17635	-0.426395362	-0.234799644	-0.141330209	0.01054716	-0.164371031	-0.404574862	0.095909672	0.343753766	0.011708784	0.386822732	-0.163397664
Taf9	0.031470986	0.12078755	0.205051108	0.021696748	0.178050566	0.469668842	1.089279659	1.030481534	0.625441058	0.036128437	-0.389160165
Dtx3l	-0.407806715	0.340961729	0.492204187	0.764739662	0.417725338	0.748685629	0.650166826	0.464789578	0.736460823	0.739239729	0.431549981
Gm6091	-0.240759535	-0.682086925	-0.864555788	-0.548859319	-0.451019089	0.057791331	0.460404813	0.107313277	0.168770885	-0.335876267	-0.372166841
Csk	-0.386479632	-1.326295275	0.206163411	0.102632188	-0.022067855	0.105074697	0.204771366	0.227685726	0.134132375	0.294210177	0.084273271
Nt5c3	-0.338602816	-1.018290459	-0.666510196	-0.570978508	-0.498977851	-0.089696786	0.209154131	0.45067006	0.126079979	-0.167296256	-0.361416221
Cep192	-0.071001771	-0.074026302	0.069271573	0.077119271	0.016568338	0.778375407	1.17838784	1.046154089	0.641509736	0.240296533	0.166928173
Pnrc2	-0.828527801	-0.554178487	0.045750138	-0.039305668	-0.337719164	-0.518962336	0.300290472	0.425748494	0.306864437	0.525127974	0.071241721
Ubb	0.070939193	0.216961515	0.635105792	0.556702759	0.712727377	-0.058842708	1.013395517	1.0258125	0.632529271	0.182102875	-0.066529968
Phip	-0.232579606	-0.055148708	0.828983666	0.246008439	0.243271183	0.857610796	0.8552821	0.784051248	0.648919811	0.325542565	0.195090206
Gm13522	-0.224729546	-0.549350462	-0.729932	-0.352959879	-0.213117384	-0.347569033	-0.328249289	-0.289891152	-0.150567633	0.395155679	0.604236424
Mettl1	-0.138640139	0.194701549	1.007233167	0.740102455	0.742819894	0.51578538	0.556684277	0.607375849	0.734800265	0.269122119	0.119958223
Ahsg	0.012293332	-0.058139077	0.368030356	0.517246892	1.015449888	1.151819066	1.006772262	0.863424477	0.389310415	0.033815288	-0.132512888
Capn2	-0.215519881	-0.675227365	0.337868647	0.162096524	-0.537770442	-0.103213875	-0.014725695	0.188044282	0.174909088	0.13430828	0.197070674
Fstl1	-0.178858223	-0.359183725	-0.091188503	0.314481048	0.214820847	0.360201815	0.552475083	0.571646582	0.549338332	0.584538396	-0.006380605
Gm4169	-0.062800628	-0.093579554	-0.109191788	-0.120223028	0.108719658	0.499226765	1.366368359	0.931475018	0.638122443	0.098238764	-0.058278138
H2afj	-0.437067912	-0.390160222	-0.658420209	-0.405837502	-0.583013679	-0.260585624	-0.410724109	-0.563842092	-0.496550351	-1.013262809	-0.254445406
Nr2f6	-0.572877224	-1.157622115	-0.400210225	-0.103239671	-0.362456763	-0.112548627	-0.182267651	-0.289440688	-0.165486255	-0.376537124	0.00892613
Adap2	0.310041169	0.210654651	0.742341917	0.592934844	-0.028681658	0.596116953	0.230865168	0.088364352	0.384665989	0.385780353	0.557517483
Papss1	-0.169206929	-0.887052072	-0.146806915	0.293407196	-0.608136334	-0.23080267	0.4767825	0.513839336	0.468832613	0.357814581	0.115135842
Lyve1	0.425761507	0.372292567	0.121413003	0.248017472	0.189959619	0.05249316	0.01873815	-0.002911504	0.115449704	0.630271088	-0.11625537
Neil3	-0.01395173	-0.021700573	-0.013762447	0.009251698	0.083078541	0.731463298	1.421400008	0.910685632	0.688489618	0.14145552	0.001381741
Prcp	-0.012619053	-0.3243284	0.263806032	0.455690295	0.056439341	0.49827101	1.07678658	0.8975925	0.745353546	0.280240251	-0.092719517
Gm13160	-0.062706648	-0.093439389	-0.10902627	-0.120040733	0.108570134	0.498630941	1.36509268	0.930481415	0.637374307	0.098101285	-0.058191684
1110020A21Rik	-0.340951868	-1.323416479	-1.101103089	-0.814977442	-0.701824353	-0.866926104	-0.634874701	-0.656940684	-0.663475755	-0.199233054	0.024817212
2610507I01Rik	-0.396397554	-1.048424265	0.071953289	0.33605818	-0.409279869	0.03652717	-0.132906807	-0.155883505	0.150244107	0.260279604	0.408250874
Dgkz	-0.113920347	-0.542880792	-0.085718362	0.170888048	-0.002713784	0.616354183	0.655965643	0.841033002	0.738867181	0.475176535	0.288333869
Cdk5rap2	-0.030981303	-0.20459912	0.037043065	0.046717074	-0.043184549	0.633402209	1.266378565	1.065569273	0.623816837	0.159715394	0.12043505
Tuft1	0.693341657	0.042288713	0.719367487	0.207855856	0.710458416	0.725096061	0.30548394	0.524874927	0.385781231	-0.077541772	0.132180911
Cebpe	-0.225990227	-1.145406016	-0.568864964	-0.30485347	-0.314696403	-0.237358047	0.163568087	0.201795032	-0.024468512	0.293958314	0.218139763
Adamts7	-0.377571591	-0.763936039	-0.73970303	-0.333320529	-0.631944894	0.240049331	-0.157935208	-0.211645325	0.238700032	0.427313722	0.031115543
Scarna17	-0.279965851	-0.547922618	-0.125769898	-0.178215818	-0.716235469	-0.481168448	-0.207391908	-0.305226889	-0.716235469	-0.538375151	-0.479807815
U6	-0.103652149	-0.177714636	-0.374438633	-0.25793782	-0.522365414	-0.182993184	-0.229840773	-0.257174108	0.334083997	0.071507842	0.06687253
Cd1d1	-0.208663571	-0.816397613	-0.951315404	0.02031439	-0.373510261	-0.122025678	-0.194053889	-0.150457249	0.051532992	0.070315466	-0.022496142
Fads1	-0.376159158	-0.948276375	-0.89478955	-0.30267127	-0.305442161	0.12316173	0.164477842	-0.052299623	0.082296121	0.008183737	-0.186046743
Nsmce1	-0.396829101	0.304736434	0.494171636	0.102108593	-0.057121813	0.547555204	1.134754117	0.737352043	0.409255895	-0.152071693	-0.141840988
Aox1	0.108244859	-0.184186092	-0.667864343	0.03787935	-0.591426252	-0.319650601	-0.467820318	-0.332354363	-0.186623366	0.141432414	0.757327496
Aqp11	-0.217972838	-1.05107653	-0.497700023	-0.157243841	-0.062367822	0.308613093	-0.053448161	0.064347779	0.164146	0.137753761	0.051902021
Ccdc85c	-0.13142379	-0.708573806	-0.311139118	0.103390657	-0.522952422	0.241099219	0.364859581	0.326482968	0.438215622	0.437996044	0.499401083
Srgap2	-0.22442137	-0.597264466	0.327180627	0.333163874	-0.066741368	0.673740558	0.791202452	0.716797137	0.649078734	0.490312864	0.115187422
Ibtk	0.027439706	1.019645746	0.898453454	0.519734877	0.907030129	0.516868087	0.739438562	0.973829216	0.753132566	0.701889705	0.310704318
Fmo2	0.075837597	-0.366898111	0.163913361	-0.068710048	-0.054201354	0.903050876	0.03339782	-0.144170431	0.019828767	-0.433954725	-0.755754274
Ecm1	-0.145827829	-0.419589276	-0.6090138	-0.562706308	-1.180221884	-1.174719306	-0.690225847	-0.783222232	-0.972743968	-0.97288419	-0.416028284
Gm17530	0.166679512	0.200501293	0.410815013	0.297543811	0.091094581	0.428254705	0.7853894	0.37625583	0.059875928	0.308055673	0.376662125
Rnf135	-0.621880002	-0.486381565	0.131769516	0.412698696	0.010690688	0.278778077	0.354645247	0.31750067	0.559881878	0.435482631	0.239745722
Bhmt2	-0.262557935	-0.798704015	-0.832441307	0.246029619	-0.327693668	-0.525182509	-0.630590411	-0.575662388	0.171255853	-0.109644276	-0.171656591
Ahctf1	-0.249301467	-1.115490949	-0.474915299	0.06146841	-0.88208709	-0.306527737	0.313129335	0.224487075	0.022196847	-0.123402004	-0.236293192
Zfp238	-0.182289146	-0.779966384	0.056853426	0.343151649	-0.128566127	0.6146508	0.811590739	0.682123312	0.513957578	0.09929697	0.126507726
Tmsb10	-0.629384186	-0.623467428	-0.773974388	-0.43797831	-0.238529981	-0.128097675	0.129669328	-0.047617572	0.084341741	-0.186606999	-0.283357575
Slc9a3r1	-0.255609132	0.293679527	-0.467953883	0.200614252	0.018249056	0.487174899	0.691371152	0.402615702	0.888366745	0.25722732	0.028525989
Dusp8	1.367900985	1.23366386	0.677907554	0.309139925	0.62178004	0.284543275	0.574970608	0.500558616	0.461966087	0.087341793	0.185999722
Zfp445	0.58830564	0.819083717	1.077475678	1.011520426	0.277525976	0.835936269	0.777593429	1.018193279	1.052899589	0.361637737	0.652220178
SNORA3	0.396664694	0.576357494	0.118999137	0.5183136	0.181432151	0.174431299	0.650021292	0.10395529	0.284831443	-0.21681172	-0.117054965
Cd82	-0.244609648	-1.203645489	-1.222629494	-0.479328942	-0.782697423	-0.477154626	-0.527466158	-0.41022719	-0.347601795	-0.165881989	-0.180221387
Serpine2	0.029076684	0.086730229	-0.730461262	-0.3637214	-0.406725682	-0.565518797	0.30828971	-0.100823917	-0.44892139	-0.719631969	-0.475748493
1110065P20Rik	-0.231773534	-1.006184765	0.220538788	0.544539487	-0.033391325	0.152894375	0.263546796	0.334926177	0.076257396	-0.145874888	-0.069704274
Coro1c	-0.004875784	-0.245919193	0.477529404	0.323458306	0.408892876	0.9162266	1.016179035	0.911772691	0.83197746	0.333913602	0.176881385
U6	-0.124445594	-0.159868198	-0.087167154	0.174603305	0.194812172	0.204468562	-0.179188425	0.376205222	0.307155939	0.298439276	0.29606163
Gm11428	0.100125467	0.468043802	0.325191493	0.351566168	0.545006592	0.387586035	0.443829497	0.61570531	0.669926611	0.723978507	0.655427445
Yod1	0.653778961	0.824629709	0.831247303	0.58302916	0.336464965	0.451960047	0.281060152	0.460745156	0.251217888	-0.124444851	-0.061817547
Stap2	-0.040030908	1.151692242	0.953546437	0.604470959	0.566686104	0.481647813	0.565797676	0.442498012	0.658617036	0.160875377	-0.186534058
Nhp2	-0.158124954	0.095514356	0.36137457	0.255273893	0.452274491	0.817350118	0.920456038	0.818229701	0.527445418	-0.27402924	-0.34690632
Csrp3	-0.34379493	0.467326788	-0.311589745	-0.056245368	-0.196075491	-0.678100944	-0.782643346	-0.76532805	-0.736039317	-0.362370536	-0.419158534
Phldb3	-0.643200056	-1.208278496	0.034952776	-0.20900958	-0.331768261	-0.068282613	-0.222420202	-0.392071367	-0.32055457	-0.011832366	0.314078657
Srsf3	0.269893429	1.076496234	0.708118851	0.47921094	0.700159975	0.764443001	1.112160388	1.004507882	0.78878109	0.191915098	0.21244477
Bcl7c	-0.39073151	-1.058437293	-0.827284794	0.017747628	-0.58876733	-0.19309963	-0.028669607	-0.04958328	-0.175565631	-0.21225124	-0.656176377
Tbl1x	-0.020557178	-0.803358757	-0.327440471	0.074079127	-0.537814674	0.163054141	0.241958031	0.211481431	0.545089025	0.519110315	0.391282562
Dis3	0.003029446	0.411445755	0.97976097	0.436245527	0.296303924	0.913481619	0.919695735	0.919455454	0.796042985	0.169620818	0.295687568
Alyref	-0.079941912	0.583886546	0.343200414	0.157527853	0.317368865	0.957784637	1.265298105	0.842118596	0.524902159	0.055460194	0.055051039
4931406C07Rik	-0.252317775	-0.501166561	-1.047884519	-0.309162036	-0.517109302	-0.120489338	-0.10731656	-0.045354584	0.105324097	0.051292377	0.071694459
Enpp2	0.34122186	0.222678747	-0.575598255	-0.723169262	-0.784956144	0.075754808	-0.18976783	-0.099109407	0.198125182	0.017468279	0.174483256
Tspan31	-0.19251813	-0.067105357	0.84151291	0.674571719	0.896758316	0.754631365	0.637875185	0.484205632	0.348425725	0.12803796	-0.127624981
Arf6	0.115142411	0.383694068	0.721143591	0.450447236	0.660726033	1.030241049	1.09529213	1.131318783	0.896746379	0.166718156	-0.049608116
Ebpl	-0.676441749	-1.182138086	-1.363326211	-0.633361108	-0.674935081	-0.671788031	-0.268183327	-0.353563051	-0.113980711	-0.394110563	-0.482057375
Dna2	-0.201034153	-0.187743226	0.769851925	0.387095885	0.205147056	0.952363046	0.598770283	0.35013486	0.259304311	0.084999346	0.056755029
Gm11008	0.187763149	0.407232835	0.884582192	0.57924464	0.044934415	0.497496321	0.583952807	0.8125838	1.011538795	-0.081137372	-0.164683005
Gpd1	0.188931038	-0.250913448	-0.120211401	0.810602586	0.641753984	0.542822262	-0.098393279	0.046077357	0.399912806	0.315850601	0.313089752
Dopey2	0.312145367	0.663126991	-0.44918667	0.179013023	-0.518581644	0.26827147	0.10067829	0.218742301	0.604289987	0.421879695	0.125536643
Gm15428	-0.045275511	-0.02201068	-0.045275511	0.131251217	0.165505401	0.654164532	1.264082939	1.01016452	0.725047034	0.020362662	-0.045275511
Wipf3	0.015132641	0.143841064	0.748463886	0.527256758	0.725939693	1.247400979	0.523448581	0.217106732	0.386490513	0.433433707	0.05875223
Eif2ak3	-0.268324148	0.129933677	0.260343603	0.165714223	0.185746592	-0.020969644	0.770457738	0.979741395	0.742948213	0.315028681	-0.077887661
P2ry4	-0.465335243	-1.126381922	-0.69384354	-0.369515669	-0.83972291	-0.49021309	-0.492450847	-0.475298815	-0.095048626	0.363668045	0.46642185
Esrra	-0.23453361	-0.598965607	0.308515603	0.193993814	-0.06686794	0.488871381	0.098909054	-0.142144902	0.474110894	0.215736015	0.048307543
Gan	-0.010070625	1.113286855	0.503433993	0.313070808	0.391813961	0.507834263	1.086901086	0.908893974	0.778403142	0.306604938	0.100140888
Lphn2	-0.031046039	0.860885197	0.778229885	0.793376456	0.503107887	0.7437295	0.41863008	0.199024063	0.800943575	0.363495447	0.269666827
Bpgm	-0.245252682	-0.359243262	0.782637004	0.560183122	0.710285763	0.534488475	0.5627647	0.61340927	0.426547789	0.3083174	0.004764915
Ubl4	-0.166026069	-0.054363553	0.722368424	0.425677387	0.547551966	0.736840156	1.053723592	0.932383588	0.485879999	-0.005796035	-0.023854673
Tgfa	0.032792202	-0.15972499	0.700146968	0.782899105	0.347219755	0.742462157	0.752063375	0.595938047	0.316376676	0.27176252	0.379367045
Aqp4	-0.034939263	-0.473510672	-0.632606968	-0.501073973	-0.543191059	0.016067247	-0.285297244	-0.18849963	0.085596818	0.551481299	0.194066521
Mdm1	0.063142082	0.033720599	0.06645652	-0.059680163	-0.103517182	0.495678118	1.104059756	1.176793719	0.70672029	0.180875012	0.008001848
Ficd	-0.079158048	0.472579325	0.406084342	0.418602469	0.150391419	0.248347074	0.473832828	0.681858156	0.46124839	-0.003921853	-0.179940706
Mpst	-0.339388587	-1.061859441	-1.152003268	-0.540897095	-0.797941216	-0.797969133	-0.420808223	-0.367147559	0.249206513	0.06095299	-0.091860302
Ppic	-0.118816504	-0.127046173	-0.114352557	0.261879286	0.38677925	0.572147654	0.685102421	0.754242125	0.698504069	0.759410603	0.227356972
Sash1	0.344461565	-0.872753656	-0.656388427	-0.538647975	-0.853949224	-0.77016282	-0.496863262	-0.33887323	-0.533681778	-0.140435265	0.036050111
Picalm	0.556319541	0.720749062	1.354193681	0.620631157	0.474962117	1.055172559	0.508996666	0.605412526	0.785381263	0.337320693	0.140042474
Pf4	0.01227185	-0.017064505	0.203865478	0.138172672	0.189267615	0.322049808	0.476985465	0.811360999	0.478369865	0.184928005	-0.163352026
Ppp1r14a	-0.34613464	-0.754619056	-0.408974081	-0.00869194	0.103932717	0.050737328	0.318421039	0.104359357	0.170910986	-0.078138734	0.415246461
Capn10	-0.255650588	-1.257583218	-0.225034739	-0.143189044	-0.436185687	0.449762764	0.053170964	-0.015703415	0.079367442	0.014015612	-0.30169995
Baz1a	0.082546763	1.058582667	0.974901794	0.640819405	0.510160802	1.025344688	0.846207014	0.828032209	0.774093366	0.232714516	0.044012138
Rpp30	-0.431795839	-0.412171716	0.126518892	-0.156262374	-0.022645472	0.489157755	0.93050898	0.748439671	0.386541524	0.018868417	-0.114189211
A930005H10Rik	-0.380209985	-0.759596418	-0.588881436	-0.015611378	-0.339812761	-0.511194878	-0.332630098	-0.437555402	-0.181592342	-0.402397473	0.103719442
Col5a1	-0.141179801	-0.387643951	-0.324888079	0.096064405	-0.047139331	0.24002568	0.552755763	0.61151199	0.490203497	0.480254005	0.077609392
Klhl5	-0.350165203	-1.051768516	-0.065453278	-0.103545392	-0.620543987	-0.1110627	0.043235159	0.068869371	0.109903605	0.124481541	0.17307753
Xrcc1	-0.273856223	-1.013446523	-0.531587946	-0.160841287	-0.506517361	0.186937071	0.766431863	0.52191114	-0.139694826	0.045299042	0.052189568
Pgap1	0.168479602	-0.203412503	0.75323425	0.720778307	0.654354239	1.072650015	0.826657452	0.76938353	0.760409404	0.436150218	0.40797737
Ccnd3	0.188647374	-0.134166312	0.875964205	0.513604031	0.933822543	1.087563088	0.80696183	0.595010516	0.278981699	0.089516219	-0.017843282
2310061C15Rik	-0.265405229	-0.43171344	-0.169944324	0.095575077	0.092216516	0.562526816	1.044134202	0.84537129	0.428050541	-0.117775037	0.006136968
